sample_id,model,faithfulness,coverage,temporal,overall,unverifiable_rate,caption,visualization
levir-cc_test_000210,Change-Agent,0.8975479313824419,1.0,1.0,0.9436513622603431,0.0,some houses are built along the road,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000210/overview_A_B_reference.png
levir-cc_test_000228,Draft,0.7495043048177321,1.0,1.0,0.8622273676497527,0.5,a road with four houses around replaces many plants .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000228/overview_A_B_reference.png
levir-cc_test_000228,Guided,0.7536023067698056,1.0,1.0,0.8644812687233931,0.5,a road and four houses have been constructed to replace many plants .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000228/overview_A_B_reference.png
levir-cc_test_000228,Change-Agent,0.7495043048177321,1.0,1.0,0.8622273676497527,0.5,a road with some houses around replaces the woods,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000228/overview_A_B_reference.png
levir-cc_test_000236,Draft,0.4089334673734235,1.0,0.5,0.574913407055383,0.0,a road is built across the forest and several villas are constructed on both sides of the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000236/overview_A_B_reference.png
levir-cc_test_000236,Guided,0.4089334673734235,1.0,0.5,0.574913407055383,0.0,a road and several buildings have been constructed .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000236/overview_A_B_reference.png
levir-cc_test_000236,Change-Agent,0.0,0.0,0.0,0.0,0.0,a road with a path appears in the desert,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000236/overview_A_B_reference.png
levir-cc_test_000241,Draft,0.8111468812877263,1.0,1.0,0.8961307847082495,0.0,a building with a parking lot appears on the right side of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000241/overview_A_B_reference.png
levir-cc_test_000241,Guided,0.8111468812877263,1.0,1.0,0.8961307847082495,0.0,a building with a parking lot appears on the right side of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000241/overview_A_B_reference.png
levir-cc_test_000241,Change-Agent,0.8111468812877263,1.0,1.0,0.8961307847082495,0.0,a large building with a parking lot is built on the bareland,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000241/overview_A_B_reference.png
levir-cc_test_000248,Draft,0.0,0.0,0.0,0.0,0.0,a house appears on the left side of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000248/overview_A_B_reference.png
levir-cc_test_000248,Guided,0.0,0.0,,0.0,0.0,no change has occurred .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000248/overview_A_B_reference.png
levir-cc_test_000248,Change-Agent,0.0,0.0,,0.0,0.0,the scene is the same as before,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000248/overview_A_B_reference.png
levir-cc_test_000276,Draft,0.6207721511044176,0.9428571428571428,1.0,0.7771389688217154,1.0,all trees are removed and four rows of houses are built .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000276/overview_A_B_reference.png
levir-cc_test_000276,Guided,0.6207721511044176,0.9428571428571428,1.0,0.7771389688217154,1.0,all trees are removed and four rows of houses are built .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000276/overview_A_B_reference.png
levir-cc_test_000276,Change-Agent,0.6207721511044176,0.9428571428571428,1.0,0.7771389688217154,0.5,the vegetation is removed and many houses are built along the roads,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000276/overview_A_B_reference.png
levir-cc_test_000285,Draft,0.5163427449041317,1.0,0.8882800070708856,0.7116445111114496,1.0,a building with a parking lot replaces some trees .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000285/overview_A_B_reference.png
levir-cc_test_000285,Guided,0.5163427449041317,1.0,0.8882800070708856,0.7116445111114496,1.0,a building with a parking lot has replaced some trees and smaller structures .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000285/overview_A_B_reference.png
levir-cc_test_000285,Change-Agent,0.5351548062202477,1.0,0.8466763706938379,0.7136704175599038,1.0,a large building is built in the center of the scene,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000285/overview_A_B_reference.png
levir-cc_test_000287,Draft,0.5806088733431458,0.7142857142857143,0.6924028705765899,0.6363868830254767,1.0,some buildings and a parking lot appear on the bareland .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000287/overview_A_B_reference.png
levir-cc_test_000287,Guided,0.5806088733431458,0.7142857142857143,0.6924028705765899,0.6363868830254767,1.0,some buildings and a parking lot appear on the bareland .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000287/overview_A_B_reference.png
levir-cc_test_000287,Change-Agent,0.5806088733431458,0.7142857142857143,0.6924028705765899,0.6363868830254767,1.0,some buildings with parking lots are built on the bareland,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000287/overview_A_B_reference.png
levir-cc_test_000298,Draft,0.35495868735750324,1.0,0.46223744972441533,0.5376747679915098,0.3333333333333333,a road is built and some houses are built along the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000298/overview_A_B_reference.png
levir-cc_test_000298,Guided,0.7099173747150065,1.0,0.9244748994488307,0.8253495359830197,0.5,some houses are built along the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000298/overview_A_B_reference.png
levir-cc_test_000298,Change-Agent,0.7099173747150065,1.0,0.9244748994488307,0.8253495359830197,0.5,some houses are built along the road,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000298/overview_A_B_reference.png
levir-cc_test_000300,Draft,0.5517826086956522,1.0,1.0,0.7534804347826087,1.0,several houses are built on the right side of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000300/overview_A_B_reference.png
levir-cc_test_000300,Guided,0.5517826086956522,1.0,1.0,0.7534804347826087,1.0,several houses are built on the right side of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000300/overview_A_B_reference.png
levir-cc_test_000300,Change-Agent,0.5517826086956522,1.0,1.0,0.7534804347826087,1.0,two buildings appear on the bareland,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000300/overview_A_B_reference.png
levir-cc_test_000308,Draft,0.7445457862094127,1.0,1.0,0.859500182415177,0.0,massive buildings appear in the desert .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000308/overview_A_B_reference.png
levir-cc_test_000308,Guided,0.7445457862094127,1.0,1.0,0.859500182415177,0.0,massive buildings appear in the desert .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000308/overview_A_B_reference.png
levir-cc_test_000308,Change-Agent,0.6898889268599806,1.0,1.0,0.8294389097729894,0.5,massive buildings and a road appear in the desert,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000308/overview_A_B_reference.png
levir-cc_test_000314,Draft,0.7350374532657398,1.0,0.9662729740167739,0.8475251940995117,0.5,a road is built with villas built along and some trees are removed .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000314/overview_A_B_reference.png
levir-cc_test_000314,Guided,0.7350374532657398,1.0,0.9662729740167739,0.8475251940995117,0.5,a road is built with villas built along and some trees are removed .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000314/overview_A_B_reference.png
levir-cc_test_000314,Change-Agent,0.7350374532657398,1.0,0.9662729740167739,0.8475251940995117,0.5,two rows of houses are built on both sides of the road,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000314/overview_A_B_reference.png
levir-cc_test_000321,Draft,0.7244367796018163,1.0,1.0,0.848440228780999,1.0,some houses are built in the top right corner of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000321/overview_A_B_reference.png
levir-cc_test_000321,Guided,0.7244367796018163,1.0,1.0,0.848440228780999,1.0,some houses are built in the top right corner of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000321/overview_A_B_reference.png
levir-cc_test_000321,Change-Agent,0.7244367796018163,1.0,1.0,0.848440228780999,1.0,a row of houses is built on the bareland,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000321/overview_A_B_reference.png
levir-cc_test_000322,Draft,0.7299830444611906,0.8888888888888888,1.0,0.8237128966758771,0.5,a row of houses is built along the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000322/overview_A_B_reference.png
levir-cc_test_000322,Guided,0.7299830444611906,0.8888888888888888,1.0,0.8237128966758771,0.5,a row of houses is built along the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000322/overview_A_B_reference.png
levir-cc_test_000322,Change-Agent,0.7299830444611906,0.8888888888888888,1.0,0.8237128966758771,0.5,a row of houses is built along the road,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000322/overview_A_B_reference.png
levir-cc_test_000331,Draft,0.7741951082858252,1.0,0.9903390617742684,0.8738751219120575,0.0,a road and a large building appear in the former forest .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000331/overview_A_B_reference.png
levir-cc_test_000331,Guided,0.7741951082858252,1.0,0.9903390617742684,0.8738751219120575,0.0,a large building and a road have been constructed in the area that was previously a forest .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000331/overview_A_B_reference.png
levir-cc_test_000331,Change-Agent,0.7741951082858252,1.0,0.9903390617742684,0.8738751219120575,0.0,trees are removed and a road with villas built along appear,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000331/overview_A_B_reference.png
levir-cc_test_000333,Draft,0.2393404945799935,1.0,0.027446300715990413,0.3871265321621945,0.0,a building appears in the upper right corner of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000333/overview_A_B_reference.png
levir-cc_test_000333,Guided,0.2393404945799935,1.0,0.027446300715990413,0.3871265321621945,0.0,a building appears in the upper right corner of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000333/overview_A_B_reference.png
levir-cc_test_000333,Change-Agent,0.0,0.0,,0.0,0.0,the scene is the same as before,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000333/overview_A_B_reference.png
levir-cc_test_000334,Draft,0.5097683379041896,0.7,0.7885724270487506,0.6130870712570544,1.0,some buildings are built on the bareland .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000334/overview_A_B_reference.png
levir-cc_test_000334,Guided,0.5097683379041896,0.7,0.7885724270487506,0.6130870712570544,1.0,some buildings are built on the bareland .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000334/overview_A_B_reference.png
levir-cc_test_000334,Change-Agent,0.5097683379041896,0.7,0.7885724270487506,0.6130870712570544,1.0,two buildings and a parking lot appear in the desert,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000334/overview_A_B_reference.png
levir-cc_test_000345,Draft,0.7301620233155504,1.0,1.0,0.8515891128235528,1.0,a building appears at the bottom of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000345/overview_A_B_reference.png
levir-cc_test_000345,Guided,0.7301620233155504,1.0,1.0,0.8515891128235528,1.0,a building appears at the bottom of the scene .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000345/overview_A_B_reference.png
levir-cc_test_000345,Change-Agent,0.7301620233155504,1.0,1.0,0.8515891128235528,1.0,some buildings appear in the forest,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000345/overview_A_B_reference.png
levir-cc_test_000349,Draft,0.7655163974547234,1.0,1.0,0.871034018600098,0.0,some buildings are built in the woods along the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000349/overview_A_B_reference.png
levir-cc_test_000349,Guided,0.7655163974547234,1.0,1.0,0.871034018600098,0.0,new buildings have been constructed along the road in the wooded area .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000349/overview_A_B_reference.png
levir-cc_test_000349,Change-Agent,0.7655163974547234,1.0,1.0,0.871034018600098,0.0,some houses are built along the road,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000349/overview_A_B_reference.png
levir-cc_test_000362,Draft,0.8170872188699945,0.625,1.0,0.805647970378497,0.0,some houses are built along the road .,/root/autodl-tmp/mga-artifacts/segearth-ov3/building-road-100x3-v3/scenes/levir-cc-test-000362/overview_A_B_reference.png
