sample_id,model,claim_id,entity,change_type,role,status,faithfulness,spatial_support,temporal_support,grounding_confidence,reason
levir-cc_test_000124,Guided,c001,road,add,changed,contradicted,0.12939579295240575,0.17245158933138474,0.04943502824858759,0.96875,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000124,Change-Agent,c001,building,add,changed,supported,0.7558536585365854,0.624390243902439,1.0,0.8515625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000133,Draft,c001,building,add,changed,unverifiable,0.5727857228698474,0.3427472659536113,1.0,0.95703125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000133,Draft,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000133,Guided,c001,building,add,changed,unverifiable,0.5727857228698474,0.3427472659536113,1.0,0.95703125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000133,Guided,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000133,Change-Agent,c001,building,add,changed,unverifiable,0.5727857228698474,0.3427472659536113,1.0,0.95703125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000133,Change-Agent,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000153,Draft,c001,road,add,changed,contradicted,0.0,0.0,0.0,0.97265625,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000153,Draft,c002,building,add,changed,unverifiable,0.6639710872811184,0.4830324419709515,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000153,Guided,c001,road,add,changed,contradicted,0.0,0.0,0.0,0.97265625,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000153,Guided,c002,building,add,changed,unverifiable,0.6639710872811184,0.4830324419709515,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000153,Change-Agent,c001,building,add,changed,unverifiable,0.6639710872811184,0.4830324419709515,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000153,Change-Agent,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000158,Draft,c001,building,add,changed,supported,0.7859059030288748,0.6828504876983549,0.9772945314998401,0.96484375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000158,Draft,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000158,Guided,c001,building,add,changed,supported,0.7859059030288748,0.6828504876983549,0.9772945314998401,0.96484375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000158,Guided,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000158,Change-Agent,c001,building,add,changed,supported,0.7859059030288748,0.6828504876983549,0.9772945314998401,0.96484375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000158,Change-Agent,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000172,Draft,c001,building,add,changed,unverifiable,0.5760782234532061,0.3642808912896691,0.969416126042632,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000172,Guided,c001,building,add,changed,unverifiable,0.5760782234532061,0.3642808912896691,0.969416126042632,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000172,Change-Agent,c001,building,add,changed,unverifiable,0.5760782234532061,0.3642808912896691,0.969416126042632,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000192,Draft,c001,road,add,changed,unverifiable,0.5887355335375657,0.3934259370135313,0.9514533556536295,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000192,Draft,c002,building,add,changed,supported,0.7897322043232824,0.6765110835742806,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000192,Guided,c001,road,add,changed,unverifiable,0.5887355335375657,0.3934259370135313,0.9514533556536295,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000192,Guided,c002,building,add,changed,supported,0.7897322043232824,0.6765110835742806,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000192,Change-Agent,c001,road,remove,changed,contradicted,0.043185832481175065,0.03170028818443804,0.06451612903225812,0.96875,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000192,Change-Agent,c002,building,add,changed,supported,0.7897322043232824,0.6765110835742806,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000192,Change-Agent,c003,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000200,Draft,c001,building,add,changed,supported,0.7720662963575875,0.7359121298949379,0.839209748359651,0.984375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000200,Draft,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.9921875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000200,Guided,c001,building,add,changed,supported,0.7720662963575875,0.7359121298949379,0.839209748359651,0.984375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000200,Guided,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.9921875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000200,Change-Agent,c001,building,add,changed,supported,0.7720662963575875,0.7359121298949379,0.839209748359651,0.984375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000200,Change-Agent,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000205,Draft,c001,building,add,changed,unverifiable,0.5630173243503369,0.3277189605389798,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000205,Change-Agent,c001,building,add,changed,unverifiable,0.5630173243503369,0.3277189605389798,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000210,Draft,c001,building,add,changed,supported,0.8975479313824419,0.8423814328960646,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000210,Draft,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000210,Guided,c001,building,add,changed,supported,0.8975479313824419,0.8423814328960646,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000210,Guided,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000210,Change-Agent,c001,building,add,changed,supported,0.8975479313824419,0.8423814328960646,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000210,Change-Agent,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000228,Draft,c001,road,modify,changed,unverifiable,0.6730377358490566,0.4969811320754717,1.0,0.97265625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000228,Draft,c002,building,modify,changed,supported,0.8259708737864078,0.7322628827483196,1.0,0.94140625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000228,Guided,c001,road,add,changed,unverifiable,0.6730377358490566,0.4969811320754717,1.0,0.97265625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000228,Guided,c002,building,add,changed,supported,0.8341668776905545,0.7448721195239301,1.0,0.94140625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000228,Change-Agent,c001,road,modify,changed,unverifiable,0.6730377358490566,0.4969811320754717,1.0,0.97265625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000228,Change-Agent,c002,building,modify,changed,supported,0.8259708737864078,0.7322628827483196,1.0,0.94140625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000236,Draft,c001,road,add,changed,contradicted,0.0,0.0,0.0,0.91796875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000236,Draft,c002,building,add,changed,supported,0.817866934746847,0.7197952842259184,1.0,0.921875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000236,Guided,c001,road,add,changed,contradicted,0.0,0.0,0.0,0.91796875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000236,Guided,c002,building,add,changed,supported,0.817866934746847,0.7197952842259184,1.0,0.921875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000236,Change-Agent,c001,road,add,changed,contradicted,0.0,0.0,0.0,0.91796875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000241,Draft,c001,building,add,changed,supported,0.8111468812877263,0.7094567404426559,1.0,0.89453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000241,Guided,c001,building,add,changed,supported,0.8111468812877263,0.7094567404426559,1.0,0.89453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000241,Change-Agent,c001,building,add,changed,supported,0.8111468812877263,0.7094567404426559,1.0,0.89453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000248,Draft,c001,building,add,changed,contradicted,0.0,0.0,0.0,0.29296875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000248,Guided,c001,scene,none,no_change,contradicted,0.0,0.0,,1.0,The no-change assertion is evaluated directly against the change mask.
levir-cc_test_000276,Draft,c001,building,add,changed,unverifiable,0.6207721511044176,0.41657254016064255,1.0,0.9140625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000276,Guided,c001,building,add,changed,unverifiable,0.6207721511044176,0.41657254016064255,1.0,0.9140625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000276,Change-Agent,c001,building,add,changed,unverifiable,0.6207721511044176,0.41657254016064255,1.0,0.9140625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000276,Change-Agent,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000285,Draft,c001,building,modify,changed,unverifiable,0.5163427449041317,0.3160688345066488,0.8882800070708856,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000285,Guided,c001,building,modify,changed,unverifiable,0.5163427449041317,0.3160688345066488,0.8882800070708856,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000285,Change-Agent,c001,building,add,changed,unverifiable,0.5351548062202477,0.3674124253498529,0.8466763706938379,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000287,Draft,c001,building,add,changed,unverifiable,0.5806088733431458,0.5204121056020605,0.6924028705765899,0.8125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000287,Guided,c001,building,add,changed,unverifiable,0.5806088733431458,0.5204121056020605,0.6924028705765899,0.8125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000287,Change-Agent,c001,building,add,changed,unverifiable,0.5806088733431458,0.5204121056020605,0.6924028705765899,0.8125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000298,Draft,c001,road,add,changed,contradicted,0.0,0.0,0.0,0.96484375,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000298,Draft,c002,building,add,changed,unverifiable,0.7099173747150065,0.5943863998583319,0.9244748994488307,0.9765625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000298,Draft,c003,road,none,context,supported,0.96484375,,,0.96484375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000298,Guided,c001,building,add,changed,unverifiable,0.7099173747150065,0.5943863998583319,0.9244748994488307,0.9765625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000298,Guided,c002,road,none,context,supported,0.96484375,,,0.96484375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000298,Change-Agent,c001,building,add,changed,unverifiable,0.7099173747150065,0.5943863998583319,0.9244748994488307,0.9765625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000298,Change-Agent,c002,road,none,context,supported,0.96484375,,,0.96484375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000300,Draft,c001,building,add,changed,unverifiable,0.5517826086956522,0.31043478260869567,1.0,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000300,Guided,c001,building,add,changed,unverifiable,0.5517826086956522,0.31043478260869567,1.0,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000300,Change-Agent,c001,building,add,changed,unverifiable,0.5517826086956522,0.31043478260869567,1.0,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000308,Draft,c001,building,add,changed,supported,0.7445457862094127,0.6069935172452502,1.0,0.95703125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000308,Guided,c001,building,add,changed,supported,0.7445457862094127,0.6069935172452502,1.0,0.95703125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000308,Change-Agent,c001,building,add,changed,supported,0.7445457862094127,0.6069935172452502,1.0,0.95703125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000308,Change-Agent,c002,road,add,changed,unverifiable,0.6352320675105485,0.4388185654008439,1.0,0.87890625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000314,Draft,c001,road,add,changed,supported,0.7436564137229206,0.6218123297846001,0.9699382838940872,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000314,Draft,c002,building,add,changed,unverifiable,0.7264184928085591,0.5992397082457659,0.9626076641394605,0.97265625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000314,Guided,c001,road,add,changed,supported,0.7436564137229206,0.6218123297846001,0.9699382838940872,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000314,Guided,c002,building,add,changed,unverifiable,0.7264184928085591,0.5992397082457659,0.9626076641394605,0.97265625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000314,Change-Agent,c001,building,add,changed,unverifiable,0.7264184928085591,0.5992397082457659,0.9626076641394605,0.97265625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000314,Change-Agent,c002,road,add,changed,supported,0.7436564137229206,0.6218123297846001,0.9699382838940872,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000321,Draft,c001,building,add,changed,unverifiable,0.7244367796018163,0.5760565840027942,1.0,0.95703125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000321,Guided,c001,building,add,changed,unverifiable,0.7244367796018163,0.5760565840027942,1.0,0.95703125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000321,Change-Agent,c001,building,add,changed,unverifiable,0.7244367796018163,0.5760565840027942,1.0,0.95703125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000322,Draft,c001,building,add,changed,unverifiable,0.7299830444611906,0.5845892991710625,1.0,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000322,Draft,c002,road,none,context,supported,0.96875,,,0.96875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000322,Guided,c001,building,add,changed,unverifiable,0.7299830444611906,0.5845892991710625,1.0,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000322,Guided,c002,road,none,context,supported,0.96875,,,0.96875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000322,Change-Agent,c001,building,add,changed,unverifiable,0.7299830444611906,0.5845892991710625,1.0,0.94921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000322,Change-Agent,c002,road,none,context,supported,0.96875,,,0.96875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000331,Draft,c001,road,add,changed,supported,0.7947893566648068,0.694695405265875,0.9806781235485369,0.9609375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000331,Draft,c002,building,add,changed,supported,0.7536008599068434,0.6209243998566822,1.0,0.63671875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000331,Guided,c001,building,add,changed,supported,0.7536008599068434,0.6209243998566822,1.0,0.63671875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000331,Guided,c002,road,add,changed,supported,0.7947893566648068,0.694695405265875,0.9806781235485369,0.9609375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000331,Change-Agent,c001,road,add,changed,supported,0.7947893566648068,0.694695405265875,0.9806781235485369,0.9609375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000331,Change-Agent,c002,building,add,changed,supported,0.7536008599068434,0.6209243998566822,1.0,0.63671875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000333,Draft,c001,building,add,changed,contradicted,0.2393404945799935,0.3534373681990721,0.027446300715990413,0.8828125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000333,Guided,c001,building,add,changed,contradicted,0.2393404945799935,0.3534373681990721,0.027446300715990413,0.8828125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000334,Draft,c001,building,add,changed,unverifiable,0.5097683379041896,0.3596430591340414,0.7885724270487506,0.92578125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000334,Guided,c001,building,add,changed,unverifiable,0.5097683379041896,0.3596430591340414,0.7885724270487506,0.92578125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000334,Change-Agent,c001,building,add,changed,unverifiable,0.5097683379041896,0.3596430591340414,0.7885724270487506,0.92578125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000345,Draft,c001,building,add,changed,unverifiable,0.7301620233155504,0.5848646512546928,1.0,0.86328125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000345,Guided,c001,building,add,changed,unverifiable,0.7301620233155504,0.5848646512546928,1.0,0.86328125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000345,Change-Agent,c001,building,add,changed,unverifiable,0.7301620233155504,0.5848646512546928,1.0,0.86328125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000349,Draft,c001,building,add,changed,supported,0.7655163974547234,0.6392559960841899,1.0,0.97265625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000349,Draft,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000349,Guided,c001,building,add,changed,supported,0.7655163974547234,0.6392559960841899,1.0,0.97265625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000349,Guided,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000349,Change-Agent,c001,building,add,changed,supported,0.7655163974547234,0.6392559960841899,1.0,0.97265625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000349,Change-Agent,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000362,Draft,c001,building,add,changed,supported,0.8170872188699945,0.7185957213384531,1.0,0.9140625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000362,Draft,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000362,Guided,c001,building,add,changed,supported,0.8170872188699945,0.7185957213384531,1.0,0.9140625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000362,Guided,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000362,Change-Agent,c001,building,add,changed,supported,0.8170872188699945,0.7185957213384531,1.0,0.9140625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000362,Change-Agent,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000363,Draft,c001,building,add,changed,supported,0.8693649685973482,0.7990230286113049,1.0,0.94921875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000363,Guided,c001,building,add,changed,supported,0.8693649685973482,0.7990230286113049,1.0,0.94921875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000363,Change-Agent,c001,building,add,changed,supported,0.8693649685973482,0.7990230286113049,1.0,0.94921875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000366,Draft,c001,building,add,changed,unverifiable,0.6366750078198311,0.4410384735689709,1.0,0.92578125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000366,Draft,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000366,Guided,c001,building,add,changed,unverifiable,0.6366750078198311,0.4410384735689709,1.0,0.92578125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000366,Guided,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000366,Change-Agent,c001,building,add,changed,unverifiable,0.6366750078198311,0.4410384735689709,1.0,0.92578125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000366,Change-Agent,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000374,Draft,c001,building,add,changed,contradicted,0.31946100946541034,0.1884181532004197,0.5628263139575357,0.97265625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000374,Draft,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000374,Guided,c001,building,add,changed,contradicted,0.31946100946541034,0.1884181532004197,0.5628263139575357,0.97265625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000374,Guided,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000374,Change-Agent,c001,building,add,changed,contradicted,0.31946100946541034,0.1884181532004197,0.5628263139575357,0.97265625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000374,Change-Agent,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000376,Draft,c001,building,add,changed,unverifiable,0.5350979090607368,0.2847660139395951,1.0,0.9453125,Evidence is ambiguous under the configured thresholds.
